CLID	subtype	ACTR3B	ANLN	BAG1	BCL2	BIRC5	BLVRA	CCNB1	CCNE1	CDC20	CDC6	CDH3	CENPF	CEP55	CXXC5	EGFR	ERBB2	ESR1	EXO1	FGFR4	FOXA1	FOXC1	GPR160	GRB7	KIF2C	KRT14	KRT17	KRT5	MAPT	MDM2	MELK	MIA	MKI67	MLPH	MMP11	MYBL2	MYC	NAT1	ORC6L	PGR	PHGDH	PTTG1	RRM2	SFRP1	SLC39A6	TMEM45B	TYMS	UBE2C	UBE2T
TCGA-E2-A1B5-01A	0	113.53	262.057	1856.8	2346.56	182.138	2065.73	624.413	55.4844	221.938	180.538	370.465	930.858	227.486	832.266	75.971	1594.11	1102.86	95.1771	20.0598	4482.29	244.131	783.184	154.93	223.645	1269.74	913.786	1246.27	80.6658	3109.26	115.237	42.07	737.943	1517.71	4072.98	254.375	1147.25	1203.16	98.5915	132.736	679.044	454.119	751.601	1570.64	41929.2	112.249	342.586	271.447	281.263
TCGA-E2-A1B6-01A	1	700.58	1016.06	2748.7	1232.49	1076.9	654.842	1378.18	326.417	2049.31	493.307	2189.65	3103.3	784.916999999999	204.373	133.423	2948.01	93.7082	430.388	53.7706	59.1254	4020.3	154.172	172.691	977.242	51609.8	6618.25	10178.7	80.5444	1281.35	704.15	3582.16	2066.04	133.423	2079.65	3040.61	1210.84	105.087	690.763	175.23	3078.98	1118.92	864.123	2429.5	1542.84	16.9567	1041.68	1866.8	643.909
TCGA-E2-A1BC-01A	0	91.4877	64.4391	1291.73	2041.37	15.1313	1299.12	236.277	16.7064	36.5951	54.0971	133.652	220.366	24.6619	370.724	478.91	8978.51999999999	7105.01	8.751	332.538	8965.00000000001	160.7	1477.33	330.947	70.8035	550.517	458.234	812.251000000001	2774.07	2258.55	23.0708	4.1766	185.362	6444.71	11285.6	27.0485	928.401	2480.51	15.1154	3797.27	429.594	25.4574	75.5768	592.681	9595.86	1251.39	75.1551	22.2753	58.0748
TCGA-E2-A1BD-01A	0	214.897	444.137	1368.16	1504.53	230.732	2743.58	945.143	23.1505	540.262	186.21	426.271	2512.08	213.639	1823.86	58.1228	6068.95	14018.4	161.298	25.6668	8501.01	195.521	1184.45	732.511	412.431	1713.64	1551.59	1566.68	7773.78	1439.86	246.603	46.0493	1177.4	10952.7	5558.38	368.143	864.117	17342.5	58.1278	7196.63	1461.25	427.781	231.253	576.246	28949.2	240.564	318.09	449.673	468.546
TCGA-E2-A1IE-01A	0	110.121	618.125	2867.81	5353.85	500.034	1894.49	1007.79	104.889	501.028	691.622	429.274	1928.62	302.709	1192.9	56.0573	9564.62	17662.8	166.677	141.015	12966.7	69.0128	2413.95	561.819	588.228	364.995	312.426	436.749	10825.5	3468.08	452.445	11.9564	1130.61	10936.9	3872.44	357.023	1674.74	4402.12	83.4631	788.788	357.521	410.838	1030.96	383.432	27792.5	65.7739	668.308	447.213	349.05
TCGA-E2-A1IF-01A	0	186.863	373.301	2550.3	948.329	408.232	1676.67	746.178	64.5526	575.028	266.28	1065.12	2142.13	349.943	677.378	73.0464	5199.46	11147.6	226.784	105.323	5995.33	208.947	1096.12	577.576	497.31	4951.02	3417.47	3005.1	2591.45	1597.25	211.919	180.586	1105.89	11567.2	13152.6	569.507	843.856	3413.65	340.175	981.71	1132.22	451.868	530.436	2456.82	21244.6	350.368	515.869	624.292	588.618
TCGA-E2-A1IH-01A	0	236.24	663.768	2430.91	1835.12	244.196	1023.38	829.793	97.1208	172.586	397.014	443.606	1229.76	286.769	662.456	85.3088	5954.56	8176.52	225.412	365.187	7571.82	246.411	1393.16	410.139	247.396	0.6562	6.2341	13.1244	4119.1	3725.7	265.442	9.0755	1679.6	5837.42	8034.12	448.2	1280.29	3340.83	85.6369	1625.46	122.057	447.215	731.031	349.11	29941.4	15.0931	488.131	460.012	286.769
TCGA-E2-A1IJ-01A	0	129.094	342.325	1083.92	1366.73	111.458	2210.66	285.164	36.6089	193.963	174.053	1538.21	935.774	140.655	587.026	233.141	11435.5	8730.25	59.088	224.149	5703.28	223.507	938.985	660.886	160.565	2779.7	2447.01	2702.63	4391.78	1783.56	95.6969	98.1888	662.813	8834.3	10317.3	165.061	1118.18	6487.48	38.5356	7219.26	945.408	163.776	409.762	2536.29	28377.6	255.62	235.832	136.159	159.281
TCGA-E2-A1IK-01A	0	206.667	211.667	1812.21	3562.78	183.128	1988.89	696.667	29.4444	323.333	235	332.222	512.778	248.889	711.667	53.8889	1623.33	32707.8	47.7778	17.2222	14988.9	1008.33	747.222	278.333	181.111	1830.56	1281.67	1805.56	2228.89	2068.33	135.556	71.1111	602.222	6846.11	611.667	173.333	2251.11	292.778	62.7778	3615.72	555.556	269.444	587.222	1283.33	65135	27.2222	352.606	280	221.111
TCGA-E2-A1IL-01A	0	213.688	202.683	1278.97	2027.74	80.1009	1361.46	273.3	23.3864	116.474	120.142	314.571	957.469	86.6674	678.666	351.255	10038.7	18006.6	81.6233	129.772	10738	111.888	1073.48	342.543	132.065	603.004	896.939	1048.26	4918.03	1760.86	94.4629	9.6297	834.575	11175.1	6812.34	160.495	304.024	7549.24	17.8838	992.792	1067.06	58.2368	336.582	1226.18	31223.2	143.529	174.683	84.8332	108.22
TCGA-E2-A1IN-01A	0	209.809	456.948	1122.06	1677.66	134.73	991.553000000001	878.747	61.5804	314.986	191.281	890.191	1606.27	144.687	1082.56	74.6567	5844.41	19988	136.785	181.744	8943.87	75.4768	1138.69	400.817	236.512	568.12	901.907	672.752	6053.95	2045.5	156.131	14.9864	460.49	3550.14	27527.2	328.883	1547.96	1602.72	89.3733	8655.47	240.6	304.087	334.06	127.793	7186.1	371.662	499.976	438.692	304.087
TCGA-E2-A1IO-01A	0	212.088	342.233	853.976	2166.49	120.367	1384.87	279.941	49.3141	229.886	250.649	1309.61	895.441	208.009	616.241	574.339	9096.42	5555.44	84.1677	15.5729	5406.76	161.291	995.182	567.669	236.56	2613.28	2299.6	2483.13	4434.19	3512.43	172.414	80.9086	1207.64	3903.6	19962.6	346.682	1637.01	2453.1	69.3364	2546.32	362.997	75.6397	450.872	2891	15052.3	384.873	243.99	262.144	121.988
TCGA-E2-A1IU-01A	0	112.23	231.449	4860.96	4531.55	134.154	3084.07	556.629	35.3546	197.739	237.616	672.559	832.888	150.051	725.591	209.661	10754.4	27715.9	85.9198	274.615	6666.39	108.53	1222.2	546.351	145.94	3579.86	2502.77	3317.57	3876.67	2132.37	97.0195	77.6978	737.102	17673.6	2135.25	212.95	1280.99	5492.29	33.7102	4952.35	543.063	129.085	373.69	3605.76	197636	93.3196	517.722	139.774	142.652
TCGA-E2-A1L6-01A	0	182.937	525.75	1713.99	3193.14	144.985	2156.6	374.289	35.8395	330.347	263.654	1409.58	1343.83	302.61	958.629	311.648	6009.19	7149.2	129.334	22.4386	8965.48999999999	155.512	1670.74	376.159	255.24	1183.95	2054.07	3386.68	4367.43	2662.72	201.325	160.296	1350.06	7584.57	2139.15	319.439	1471.29	10153.5	51.1102	16164.6	870.121	329.723	1120.37	4707.13	94522.8	99.4157	609.867	242.462	220.647
TCGA-E2-A1L7-01A	1	79.0974	743.419	1461.75	4153.83	1093.11	718.185	1910.95	235.351	2933.4	725.949	218.852	6051.19	587.165	1265.56	263.977	1928.42	7370.62	233.895	38.3356	5085.53	53.3786	447.41	495.936	2301.1	338.712	634.72	476.04	2575.76	2250.64	818.149	9.7004	5292.25	3290.55	9778.95999999999	1528.57	3066.84	1678.52	185.855	6779.04	3723.4	1454.81	5415.99	259.614	38468.5	61.628	2112.37	2354	759.918
TCGA-E2-A1L8-01A	0	137.919	297.865	1886.14	5111.83	125.134	1970.18	688.241	25.0762	153.507	150.458	468.655	1256.86	275.161	349.034	71.5012	5928.84	11387.7	120.637	7.1162	10735.3	159.268	1885.46	573.026	152.829	67.0959	119.621	77.6008	1017.96	2617.76	162.657	21.8468	693.663	8104.37	14283	170.112	1473.4	3145.04	50.4914	5979.32	502.88	207.048	400.542	1135.21	43022	289.732	640.217	293.121	332.43
TCGA-E2-A1L9-01A	0	157.37	575.586	2522.83	1643.76	163.323	1779.3	791.161	43.1151	305.848	244.678	941.256	2120.72	260.846	717.596	137.157	5158.99	10358.4	122.339	142.549	7637.29	171.113	473.727	238.211	260.307	221.234	1797.63	715.441	4205.34	1855.56	256.535	10.7788	933.711	7247.64	29814.6	398.006	450.552	8022.1	70.6009	2329.45	267.852	259.229	633.791	150.364	13316.9	127.189	423.778	359.741	305.308
TCGA-E2-A1LA-01A	0	236.315	892.746000000001	3990.06	3352.91	990.49	2178.46	1279.93	56.0748	775.256	813.529	842.902	3739.65	626.168	667.112	41.3885	10551.4	11522.5	230.975	20.9168	9190.92	76.9915	1915	644.415	767.69	1348.02	2250.11	1291.94	5267.47	3475.3	410.77	38.8919	2052.07	10498.9	30891.9	899.422	3874.5	6514.91	259.902	222.964	303.961	542.056	658.211	626.168	54315.5	813.084	946.444	1455.72	867.824
TCGA-E2-A1LG-01A	1	199.631	3100.12	5346.8	349.816	571.79	1649.26	3184.28	184.889	1675.68	1140.66	11.3636	6180.59	1015.05	125.614	5515.93	9723.28	6.7568	780.712	118.243	3.3784	10827.1	139.742	919.533	799.754	134342	1136.98	51726.4	257.985	1117.94	1135.44	834.214	3776.11	464.988	305.897	681.818	3550.06	48.5258	178.747	1.5356	2851.66	1065.72	920.147	14838.8	1778.56	54.0541	2079.4	929.361	588.452
TCGA-E2-A1LH-01A	1	492.379	1578.24	962.184	283.234	961.597000000001	765.58	1344.4	50.9358	1208.57	386.649	4005.4	3350.18	705.383	233.841	259.309	4964.69	91.0669	174.416	143.546	54.0228	2633.22	168.242	907.582	576.5	5533.47	15880.4	1510.32	24.6961	1186.96	489.292	1820.15	1840.63	133.513	5629.17	1869.96	743.971	50.9358	436.041	16.9786	3172.68	1514.95	1017.94	4296.35	1233.26	16.9786	956.327	3266.83	1021.03
TCGA-E2-A1LI-01A	1	696.514	5118.39	1076.48	401.142	858.395	257.212	2073.32	476.562	2119.89	770.433	5490.08	8363.58	1361.78	126.202	423.978	5524.64	87.4399	733.173	21.3341	55.5889	3937.2	135.216	1071.81	1463.34	839.844	4247.9	2756.61	27.3438	1771.03	2322.42	29.3149	3253.31	169.171	389.123	3154.15	2634.01	38.762	451.623	10.5168	1852.46	932.993	1598.56	17128.9	1969.35	6.6106	2215.78	2466.05	1803.49
TCGA-E2-A1LK-01A	1	268.805	1648.05	571.622	50.4744	596.173	798.786	1277.12	555.218	1219.6	394.404	6726	1215.49	457.791	236.525	716.026	7758.38	110.926	120.317	198.963	12.912	3775.01	46.366	608.627	639.733	42456.6	16868.4	14080	535.263	938.471	419.642	6015.88	1794.77	15.8466	431.967	944.34	4086.08	6.456	261.175	1.7607	1258.34	687.273	869.803	50699.7	2599.43	32.2801	716.178	1381.59	712.51
TCGA-E2-A1LL-01A	1	133.007	7957.97	1080.96	133.007	827.327	1448.11	2601.41	219.375	3005.04	894.775	8874.05	11186.4	1832.73	137.038	2722.9	2583.56	408.81	342.018	89.2472	1254.64	764.646999999999	69.0946	514.179	1512.02	154344	63777.2	364719	179.646	1763.06	705.916	68.467	6413.13	943.141	736.433	4457.75	4963.29	179.07	396.142	157.19	3311.93	1326.62	4630.49	7150.14	4292.5	6.9095	330.145	1870.16	443.357
TCGA-E2-A1LS-01A	1	2013.51	526.026	1050.48	2119.12	96.6517	374.374	550.551	92.0921	333.333	108.609	3367.37	1928.93	145.646	68.5686	456.446	1539.04	59.5596	169.67	14.5145	312.813	824.324	133.133	349.85	80.5806	924.424	162.663	1669.67	118.619	2003.5	209.71	9932.09	634.635	317.317	441.441	693.193	3239.24	148.649	138.639	54.0541	74389.9	363.363	462.963	95468	4849.35	2.5025	344.875	1219.22	390.39
TCGA-E2-A2P5-01A	0	271.715	987.008	2313.23	1935.04	474.51	648.478	1900.15	60.1336	994.432	325.538	348.923	3752.04	713.066	1309.95	43.7936	4323.68	7691.54	306.607	2975.13	11769.9	149.22	1008.91	371.566	514.105	1051.97	1265.03	1015.59	3760.21	1516.7	710.468	31.0653	3560.13	4976.61	12821.8	1529.32	5715.29	3571.27	123.237	3560.27	113.215	932.071000000001	392.353	365.256	5127.69	33.0364	1091.41	1021.16	697.476
TCGA-E2-A2P6-01A	0	105.374	909.505	5145.94	1615.96	502.888	3093.65	929.459	46.5605	683.704	413.793	956.065	3393.66	499.212	1165.06	28.0063	10530	23436.7	199.195	72.1162	8698.41	134.43	2453	726.763999999999	429.897	298.967	340.977	185.542	2806.58	2351.13	309.12	20.7142	1841.76	38820	8190.44	424.296	438.299	8158.59	108.874	81.5684	1317	548.223	414.143	225.451	24301.1	199.545	344.779	845.79	596.534
TCGA-E2-A56Z-01A	0	276.826	399.459	3721.53	2193.42	507.101	2441.39	1269.61	101.443	736.248999999999	236.7	177.187	1605.05	267.358	1870.6	11.2714	6238.95	22677.6	110.46	48.2417	8003.16	50.0451	1739.4	872.408	439.585	115.87	248.422	99.6393	3737.6	1937.33	346.258	4.0577	941.389	12872.9	6117.67	640.667	1007.66	1962.13	171.326	419.297	264.202	819.207	796.664	76.1948	43443.6	16.6817	1005.55	1483.77	638.864
TCGA-E2-A570-01A	0	357.41	881.22	2179.1	1629.75	304.612	1852.33	826.11	64.7405	391.118	261.637	249.331	1398.61	221.509	955.591	27.8224	7942.22	6907.97	153.023	883.895000000001	6497.59	110.754	573.034	391.118	293.74	508.828	942.215	339.219	3695.56	2164.79	239.7	29.9625	764.58	10715.4	12256.8	665.597	673.087	13122	59.39	5145.91	491.172	318.887	827.715	434.457	4759.23	171.75	787.127	625.468	703.05
TCGA-E2-A572-01A	0	181.932	26.9899	9494.15	2731.48	346.835	7050.36	386.355	41.4844	262.901	75.4717	203.923	162.439	39.4852	375.359	4.4983	9506.44000000001	3403.22	14.9944	14.4946	4355.37	99.4627	585.28	1116.58	127.952	4766.71	4731.73	987.129999999999	583.781	1400.47	52.4803	104.441	251.406	16557.3	1213.54	99.4627	893.665	1034.11	24.9906	181.932	696.739	289.392	191.428	146.945	51985	62.9764	175.079	202.424	107.46
TCGA-E2-A573-01A	1	707.154	1602.54	873.979	158.339	931.453	760.867	1585.72	391.877	2556.31	699.679999999999	4263.01	4580.15	1364.33	229.334	205.047	2909.89	33.1624	680.53	156.471	45.3064	6033.69	552.084	595.522	1167.22	254.557	7804.38	3942.59	28.4917	1554.9	1186.37	1085.15	2754.82	338.63	2061.21	7836.61	1120.05	97.1519	469.879	18.216	4385.38	1259.24	2793.58	6903.86	1245.23	8.4074	2109.88	3460.57	1377.88
TCGA-E2-A574-01A	1	195.847	925.926	2072	31.9865	1604.7	1079.69	2292.37	474.186	3198.09	572.391	3484.85	1691.36	708.754	194.164	115.017	4014.03	7.8563	310.325	301.347	12.9068	1896.18	602.694	556.678	1222.22	51607.2	20340.1	31883.8	409.652	1516.84	790.124	12444.5	1028.06	109.428	301.908	2213.24	6510.1	113.917	308.642	4.4893	14905.2	2211.56	1000.56	2792.93	2593.71	102.694	496.229	9802.47	713.805
TCGA-E2-A576-01A	0	303.85	214.482	4362.6	1978	1001.88	3055	1467.46	85.7012	727.773	397.342	193.859	818.057	245.188	1312.1	8.7076	12824	15377.6	155.82	109.991	4297.89	38.4968	734.647	1626.95	419.34	1031.62	1153.99	265.811	6393.22	1569.2	175.985	54.5555	1541.7	12907	20248.4	2867.55	2759.85	1192.03	101.742	1631.91	3817.14	1049.04	900.55	231.439	41675.1	435.38	1020.49	1156.28	463.795
TCGA-E2-A9RU-01A	0	472.452	477.169	2917.76	152.991	1697.75	1955.86	2390.56	259.478	2170.85	631.508	206.908	1584.5	594.44	899.747	16.1752	5761.75	5359.39	347.767	770.345	5553.5	40.4381	2292.17	647.683	1275.15	161.752	310.025	112.553	1335.8	1319.63	776.411	10.1095	2509.86	5221.23	43410.3	3688.63	3074.64	162.426	196.799	131.424	7231	2164.79	1056.11	49.8736	3479.02	148.273	1189.41	2162.76	1071.61
TCGA-E9-A1N4-01A	0	154.449	545.751	1816.69	1241.51	179.321	1636.27	718.951	98.1958	425.597	373.785	304.209	1517.35	407.093	509.236	172.943	3790.9	2962.65	123.608	2.714	4064.76	136.191	1267.66	204.533	322.22	252.151	153.462	212.182	4245.36	2076.67	255.112	6.0274	2210.89	2415.91	1406.81	273.863	1890.39	8516.88	80.6784	7926.61	193.184	301.989	1038.95	879.074	12925.8	71.303	433.32	247.463	204.78
TCGA-E9-A1N5-01A	0	211.472	664.978	3125.21	3186.87	417.832	815.326	962.715	103.518	519.561	260.273	465.83	2003.81	413.085	1276.72	148.375	3192.29	6987.94	233.654	201.613	7496.66	72.9554	777.369	163.164	478.153	2.4647	5.4224	4.4365	6341.2	1528.12	342.101	13.5115	2870.4	6580.77	19307.5	1083.98	2587.94	2324.22	87.7436	7411.02	783.777	284.427	999.193	318.44	17330.4	231.683	888.917	451.042	238.091
TCGA-E9-A1NA-01A	0	155.844	1109.77	1099.14	1504.95	249.787	1609.46	1065.86	201.608	660.482	225.417	1287.26	3217.38	538.961	1581.32	384.972	4193.57	10315.1	269.635	98.3302	3021.03	37.415	843.536999999999	242.424	815.09	3.0921	2.4737	2.4737	900.124	3986.39	166.357	0.6617	2045.15	2450.53	34954.9	940.322	2731.91	1027.21	132.653	63.389	1289.42	462.894	1672.85	11.4409	430927	0.9276	884.134	382.189	617.192
TCGA-E9-A1ND-01A	1	85.9566	1739.62	896.722	226.885	673.89	1131.43	1319.33	407.294	1817.58	615.689	6625.65	1535.22	556.219	391.302	894.543	2640.67	315.341	301.848	58.4705	10.4947	2106.94	117.94	213.392	1192.4	3197.89	19386.7	17118.9	500.247	1064.96	805.593	0.9995	3429.27	52.9732	8051.43	2168.41	1254.87	106.446	253.872	15.4922	3584.19	440.777	2744.11	2452.76	1641.67	281.358	648.393	957.516	235.381
TCGA-E9-A1NE-01A	0	114.537	1128.02	1208.05	3502.6	607.74	944.333	991.857	105.727	389.267	558.804	713.122	1753.84	356.428	1352.02	682.95	4425.04	4759.31	387.131	262.181	3784.27	227.473	477.106	267.788	366.039	1073.29	710.72	1876.92	1646.51	7022.56	398.078	77.2928	1608.33	2252.04	4537.71	990.789	2743.03	6412.76	206.915	571.854	239.754	290.749	1741.29	5992.26	137198	5.6067	626.894	602.323	326.792
TCGA-E9-A1NF-01A	0	99.0645	830.284	919.875	534.948	210.227	1326.23	627.202	34.6726	360.966	441.456	183.888	757.224	289.144	632.774	328.151	4387.32	18105.9	74.9175	67.4877	3754.54	94.7304	568.382	234.659	291.621	18.5746	43.3407	29.1002	1521.26	1545.41	172.125	0	1256.26	946.066	66970.0999999999	713.264	817.901	5230.6	178.935	293.955	991.263999999999	408.641	381.398	47.6748	4980.47	61.2961	659.726	903.344	371.492
TCGA-E9-A1NG-01A	0	80.3898	294.762	1307.94	1064.86	91.5073	1513.7	390.987	49.9391	187.881	226.249	685.445	931.182	181.791	790.804	284.105	4850.18	2760.35	82.8258	124.848	4973.51	239.647	693.666	341.048	213.764	306.943	5929.05	2758.53	1110.84	1697.32	89.525	9.4397	886.723	4182.7	51433	149.208	739.342	2341.96	39.8904	1387.81	425.7	134.287	577.649	100.792	18638.6	303.289	255.21	174.787	123.325
TCGA-E9-A1NH-01A	0	94.3649	173.971	3071.83	1325.13	54.3336	1532.2	375.224	26.8336	102.862	134.615	789.356	1280.41	143.56	498.211	208.399	8130.14	17636	58.1395	152.952	9670.39	112.701	771.467	299.642	84.9732	902.505	1311.72	1097.05	1985.69	1273.26	118.515	50.0894	508.497	8678	39177.1	144.007	383.274	5770.57	31.7531	496.382	527.728	77.3703	555.903	424.866	17282.2	135.063	170.693	121.199	225.85
TCGA-E9-A1NI-01A	0	172.576	703.337	1187.24	2018.25	611.955	1500	1629.3	90.7195	818.561	444.734	798.227	3662.67	422.315	1535.97	81.8561	6689.26	19910.8	394.161	33.8895	7373.31	54.7445	724.192	305.527	558.915	9.9062	7.8206	5.7351	2864.96	3191.35	280.5	1.0428	1831.6	4069.34	31478.6	1265.38	976.017	3209.59	105.839	1005.81	504.692	483.837	1319.08	130.865	108594	94.3691	892.393	876.955	842.544
TCGA-E9-A1R2-01A	0	341.766	381.785	588.565	5658.69	235.419	1229.53	807.728	55.1978	494.94	338.546	183.073	2024.84	182.613	1544.16	126.03	12293	10254.8	151.334	137.994	5581.42	249.77	339.926	762.189	367.985	589.236	787.489	436.522	2984.36	2441.12	122.815	11.0396	860.626	5395.12	10516.1	616.835	3221.25	110.396	114.535	35.8786	145.354	235.971	599.816	587.396	51009.2	38.1785	401.932	570.377	304.968
TCGA-E9-A227-01A	0	150.565	307.403	4173.39	2030.43	168.657	3022.9	633.94	36.7001	351.317	373.275	291.092	1090.34	288.582	260.665	143.036	4731.18	7749.06	113.237	24.1531	8225.53	153.701	1303.01	189.46	263.488	642.095	558.344	908.407	3999.06	2610.1	165.621	16.8758	1032.62	10444.2	8186.01	232.748	893.036	1409.66	55.8344	4078.83	459.536	245.922	794.542	1133	89664.4	234.944	500.794	340.966	317.127
TCGA-E9-A22A-01A	0	194.395	1027.73	929.516000000001	605.015	611.791	1238.94	964.897000000001	74.0413	1466.96	215.044	836.578	2977.88	812.093999999999	540.413	112.094	2344.54	3053.1	346.313	215.634	3591.45	115.339	747.198	82.8909	675.516	372.271	730.384	409.735	869.027	2661.65	637.463	8.2596	3576.99	3856.93	16669.6	1239.53	906.785	2187.32	148.673	129.752	497.05	428.614	1046.61	133.628	8601.47	173.746	563.699	1163.13	737.758
TCGA-E9-A22B-01A	0	108.914	471.747	1471.43	3706.58	402.495	2309.55	1202.52	52.3808	310.133	642.623	606.212	1253.63	229.645	1838.44	117.218	6190.84	12802.3	135.104	39.9244	5903.38	195.47	720.875	444.918	268.611	1110.54	1209.23	1427.7	3172.55	2800.14	193.234	40.6526	798.169	6759.04	6855.18	365.707	1837.16	191.957	145.644	70.9057	168.96	386.788	1623.49	901.013999999999	85605.9	8.9431	544.837	753.773	183.013
TCGA-E9-A22E-01A	0	332.085	491.951	1079.55	792.587	274.725	1825.91	656.683	39.6855	471.359	160.24	153.501	2155.37	229.128	502.808	199.176	1968.93	9829.28	225.384	7.8622	3157.24	143.766	1162.11	50.9173	356.421	3.3695	14.9757	17.222	836.765	1747.66	139.274	2.6207	928.117	2394.61	53024	478.473	390.49	1453.76	121.677	269.034	827.031	728.941	472.482	112.317	18005.6	76.7503	410.037	688.881	664.545
TCGA-E9-A22G-01A	1	2155.02	1372	1632.19	2691.75	2439.26	202.752	2669.98	2053.02	2638.26	1078.75	2018.81	8870.08999999999	1696.65	35.1395	212.081	3117.47	118.479	1283.99	13.6827	90.1811	2350.62	395.864	192.49	4218.92	283.293	1000.39	1748.27	27.0543	2889.53	2320.76	2287.89	9890.69	3.1097	616.963	1902.82	2397.89	13.9936	452.461	5.5975	5703.18	1175.15	3480.99	15831.1	2518.85	3.1097	3733.55	1589.99	1302.34
TCGA-E9-A22H-01A	0	170.46	971.065	1330.86	2300.95	412.825	2128.98	1476.64	144.487	574.418	753.956	181.555	3911.49	619.555	840.951	44.6322	5451.43	17606.3	360.587	114.732	10708.2	50.1797	1488.75	178.529	612.999	44.38	55.9793	79.9344	4784.47	4394.38	557.272	1.7651	3539.81	8853.04999999999	2462.59	580.722	339.154	18286.6	101.368	13049.4	1107.73	367.396	1897.5	94.3075	77867.5	9.3299	1028.74	560.298	578.957
TCGA-E9-A295-01A	0	208.62	466.981	2306.09	995.292	248.263	2248.94	873.114	60.3646	286.37	313.896	614.27	1215.02	226.005	2350.36	579.983	7074.25	4744.17	117.832	301.823	7206.57	313.896	1158.03	487.746	212.483	31630.6	4497.89	30892.7	4584.33	1744.78	196.064	37.1846	1043.58	6962.21	9462.27000000001	624.894	1767.96	4583.36	66.1596	2099.72	663.045	333.695	497.404	1452.61	56812.3	68.5742	280	575.637	228.42
TCGA-E9-A3Q9-01A	0	222.805	56.6786	13398.4	4283.34	20.1893	3169.7	214.597	14.8537	61.3692	46.1246	12.1175	417.858	53.5515	1282.89	137.201	3433.16	13762.3	14.0719	6.6451	9341.41000000001	176.681	1940.75	318.573	34.398	9.7722	1.1727	3.518	1525.63	2093.2	23.4532	4.4053	222.024	17075.1	1270.38	24.6259	1158.59	473.755	21.4988	17499.3	968.227	78.1774	84.0407	521.443	29669.9	85.2133	79.8699	47.2973	70.7505
TCGA-E9-A3X8-01A	0	293.26	205.771	3682.36	1058.18	533.958	3227.82	749.768	100.197	822.595	139.787	543.02	440.868	135.388	327.963	38.1238	5586.61	3467.8	81.6241	93.3545	2888.12	232.653	584.565	689.65	241.451	8530.94	3875.43	2451.17	2569.45	867.072	135.388	501.216	717.999	12559.4	4147.68	544.975	1251.24	4427.25	62.0734	3725.38	1142.74	919.371	277.62	1242.45	10180	124.636	433.409	391.502	404.21
TCGA-E9-A54X-01A	0	248.759	968.719	5692.44	2530.78	386.415	2131.58	1362.46	43.6941	464.25	256.703	7.9444	660.377	280.536	2323.24	106.256	4548.66	33062.6	61.569	40.2185	13155.9	54.6177	899.702	485.104	251.738	27.8054	20.3575	4.4687	951.341	2521.85	201.589	0.4965	795.432	8496.03	355.511	338.63	744.787	1055.61	169.811	9579.41	543.198	546.177	1364.45	8.9374	22162.9	352.532	548.153	546.673	314.796
TCGA-E9-A54Y-01A	0	199.052	306.872	1743.6	528.436	3265.3	2891	1569.31	37.3223	2480.45	928.317	82.346	3469.79	563.981	472.749	1.7773	10803.9	17128	496.445	97.1564	4629.15	114.929	824.644	609.005	919.431	190.166	837.085	139.218	3067.54	2126.78	296.801	10.3673	1470.97	15184.2	2274.29	2093.01	338.863	3494.67	178.91	735.64	191.351	2204.38	806.28	5.3318	25405.8	145.735	592.381	4344.19	1295.02
TCGA-E9-A5FK-01A	0	165.003	77.2465	2276.57	894.903	129.154	1955.33	562.27	62.5328	278.508	117.709	691.014	444.561	102.995	643.72	42.5644	7256.44	6398.32	64.6348	348.923	5361.53	189.701	916.447999999999	669.469	117.709	5297.43	4579.61	3828.17	882.291	1363.11	69.3642	132.948	366.789	7902.79	5592.22	297.425	1078.82	2408.3	32.5801	2413.95	1134.52	346.295	308.46	1249.08	4580.66	75.67	345.502	320.021	177.089
TCGA-E9-A5FL-01A	1	135.659	279.716	1201.26	92.3773	2130.49	581.395	1708.66	431.524	1892.76	780.362	5029.07	1175.06	784.238	439.923	465.116	3640.83	602.713	187.984	254.522	1066.54	508.398	205.426	120.155	841.085	2350.78	177302	100468	29.0698	1187.98	288.76	3.2106	1828.81	124.677	1870.8	2631.78	1676.36	81.3953	657.623	2.584	2147.29	3042.64	1683.46	673.773	440.568	9.0439	423.934	2456.72	335.271
TCGA-E9-A6HE-01A	0	209.739	394.555	2543.14	1469.33	767.542	1837.42	1201.69	121.166	1072.47	562.117	327.071	1372.7	366.181	899.156	25.6902	11846.2	8074.39	342.791	145.706	3439.8	63.6503	499.617	888.037	747.699	1304.06	2011.89	644.172	4235.81	1036.04	331.672	32.9755	1240.8	8734.28	25123.5	2102.38	1111.2	1019.56	70.1687	2788.83	1728.14	1032.98	1125	328.988	7622.32	61.3497	1774.34	881.902	725.844
TCGA-EW-A1IX-01A	0	188.605	139.165	1704.98	2502.4	45.624	1498.22	223.762	29.2978	124.15	89.7246	276.865	459.243	84.5975	600.606	234.749	11108.3	5673.16	35.1574	37.3547	7926.53	83.1326	936.066	535.052	109.501	533.587	621.48	674.216	6361.66	1781.31	63.7228	10.6534	556.659	9619.58	13302.7	112.797	1200.48	6131.3	27.1005	13508.1	206.184	63.3566	183.478	407.24	12931.3	850.37	202.093	60.793	64.8215
