CLID	subtype	ACTR3B	ANLN	BAG1	BCL2	BIRC5	BLVRA	CCNB1	CCNE1	CDC20	CDC6	CDH3	CENPF	CEP55	CXXC5	EGFR	ERBB2	ESR1	EXO1	FGFR4	FOXA1	FOXC1	GPR160	GRB7	KIF2C	KRT14	KRT17	KRT5	MAPT	MDM2	MELK	MIA	MKI67	MLPH	MMP11	MYBL2	MYC	NAT1	ORC6L	PGR	PHGDH	PTTG1	RRM2	SFRP1	SLC39A6	TMEM45B	TYMS	UBE2C	UBE2T
TCGA-3C-AAAU-01A	0	359.824	828.215	1890.57	2315.76	390.798	850.618	1282.82	163.368	603.153	488.037	129.592	1824.97	319.843	1855.3	53.0775	7113.41	3457.96	198.524	67.8978	5448.37	19.6456	1347.62	807.88	656.23	0	0.6893	1.3786	7988.16	14938.2	264.353	5.8006	2582.87	6067.03	11505.4	749.978	2223.74	8014.7	206.106	2273.27	741.361	383.605	1477.21	473.217	90765.8999999999	2.4126	493.114	555.59	318.465
TCGA-4H-AAAK-01A	0	235.319	359.575	2154.5	1575.32	202.962	651.064	647.66	56.5957	389.362	399.575	590.638	1109.36	207.234	703.404	164.251	12236.6	5518.3	84.6809	781.277	6799.57	150.213	744.681	1039.57	331.489	2896.6	2997.87	2734.47	7789.36	1226.38	245.532	131.23	1206.38	6126.81	32954	481.702	4137.45	130.638	60.4255	4425.19	626.383	257.872	384.255	1531.91	3834.89	385.106	675.723	322.128	192.34
TCGA-5L-AAT0-01A	0	197.096	114.973	1504.56	2114.68	111.782	1200.76	381.874	50.4473	214.694	171.286	753.19	695.703	86.2297	1210.15	97.9381	9411.94	6592.17	56.8998	59.8328	6281.27	177.739	708.608	729.138999999999	126.118	2952.34	1716.97	2807.45	6458.43	1326.88	102.068	116.744	503.886	9147.38	31196.4	201.789	1586.16	769.614	44.5813	734.8	476.316	137.263	315.002	1762.14	2687.78	333.187	326.189	170.7	198.856
TCGA-5L-AAT1-01A	0	158.109	263.244	1695.85	842.706	50.057	1266.5	312.958	32.5998	349.633	61.1247	1036.67	315.403	46.4548	415.648	52.1597	13189.1	4309.7	11.4099	2004.89	6867.97	155.664	1260.8	1028.52	60.3097	2149.14	1164.63	2023.63	1851.67	1678.08	89.6496	68.4597	194.784	8296.66	42311.3	78.2396	1141.81	2510.19	35.0448	36.6748	414.018	102.689	159.739	715.566	4236.35	1163.81	269.267	75.7946	171.149
TCGA-5T-A9QA-01A	0	273.013	438.808	7175.24	1389.12	412.568	1423.12	1023.01	134.937	518.305	752.092	448.222	1946.65	606.695	542.364	14.1213	11993.2	3557.01	350.418	3701.88	8191.42	81.0669	1900.63	1712.87	504.707	2.6151	6.2762	2.6151	449.268	1882.32	329.498	10.3452	953.975	20887	1192.47	904.812	1612.97	886.506	168.41	108.787	38.1799	212.343	687.761	12.5523	16254.7	3269.35	1123.76	1041.32	739.54
TCGA-A1-A0SB-01A	0	886.586	499.606	1087.94	2536.77	131.564	521.68	409.956	57.2137	267.598	234.711	2504.34	988.85	134.7	94.1547	3690.47	6711.57	860.457	96.4073	38.7431	535.646	2276.83	109.472	453.655	229.305	9949.32	11574.7	38415.6	1341.59	2412.43	130.645	2337.28	1583.51	348.688	243.271	392.387	7752.22	58.1147	84.2437	9.4605	4744.68	159.477	341.48	18383.6	2906.63	40.5451	577.16	128.393	102.714
TCGA-A1-A0SD-01A	0	184.6	421.14	7259.77	2010.09	167.222	1131.75	609.71	34.7366	176.66	158.134	2253.91	1057.98	245.803	797.287	362.584	12986.5	9728.23	70.4656	889.918	8118.44	257.382	1271.69	788.023999999999	136.631	4230.58	6636.67	6338.93	2173.19	2132.83	182.284	95.2775	1478.79	9514.18	7107.44	398.313	2210.9	1832.44	43.6688	716.761	302.043	199.487	490.944	1673.97	79328.8000000001	303.366	200.787	340.088	131.668
TCGA-A1-A0SE-01A	0	197.779	629.864	1897.6	2069.27	274.593	1913.62	1075.77	36.1991	611.765	328.425	1484.82	3422.46	353.106	995.804	578.856	9311.07	4412.01	289.264	91.8141	7791.36	320.526	1132.04	515.673	474.537	3470.18	1955.41	6042.95	7106.21	2168	258.33	113.741	1959.69	5665.49	6337.8	675.278	2149.57	4014.81	39.1608	7168.08	1620.07	346.195	512.382	8650.93	33040.2	82.9288	411.301	454.792	481.448
TCGA-A1-A0SF-01A	0	268.181	323.873	1538.61	2044.34	116.667	1957.38	716.291	64.6889	590.769	270.323	1255.65	1389.31	227.482	1048.73	243.333	7976.87	7895.91	138.374	385.563	6637.26	143.087	1853.27	536.79	359.859	5933.39	3259.29	6379.79	5253.08	1920.53	204.777	159.255	1328.05	7970.02	1715.76	764.272	1777.45	8094.69	38.1279	7068.28	350.863	203.492	502.089	3628.58	12656.3	87.3943	401.667	412.124	200.065
TCGA-A1-A0SG-01A	0	141.481	354.603	2677.65	1690.22	141.546	767.528	534.605	19.0802	353.524	181.802	513.365	900.009	178.562	1765.46	144.361	10661.1	16508.7	86.0409	989.29	5916.66	80.2808	784.088	401.044	239.402	828.728	914.409	963.01	4010.08	5072.81	123.121	8.2801	836.648	9134.37000000001	16264.6	281.163	435.244	146.161	175.322	15002.1	78.4808	135.361	295.563	348.844	19872.9	502.565	387.616	198.362	134.641
TCGA-A1-A0SI-01A	0	145.674	1084.76	758.696	449.088	381.324	1495.59	1484.11	155.091	903.178	317.245	501.177	4181.28	595.644	381.695	263.682	4482.93	4144.5	538.846	259.859	5241.61	113.596	3643.32	244.85	774.573	599.47	1190.99	503.826	1929.96	1433.49	560.035	8.5697	3449.38	4563.57	12330.2	2417.01	418.776	987.346	93.2902	327.737	2659.8	293.114	1068.57	639.199	3310.18	321.365	584.261	836.373999999999	641.26
TCGA-A1-A0SJ-01A	0	106.813	1078.01	727.484	3178.78	330.809	3257.43	1596.34	92.5469	751.715	540.649	958.39	1414.17	303.978	2396.71	384.088	9313.95	4684.77	197.531	175.583	6376.59	215.821	892.181	930.956	576.132	3616.28	3938.91	5121.17	223.502	18695.9	282.03	66.6484	2646.91	4377.87	4959.12	2675.45	1566.71	287.517	176.315	3781.23	367.261	423.96	1541.47	2035.67	74381	680.384	690.758	1468.68	477
TCGA-A1-A0SK-01A	1	935.392	2783.17	1411.82	5259.69	679.231	292.152	1981.72	551.844	2211.16	1649.54	798.298	5741.57	888.434	511.188	353.293	303.498	7.2487	320.202	15.1276	2010.09	78.7898	73.7472	718.248	1798.93	28.9946	411.598	1818.15	163.883	2091.4	1235.74	17.8884	8936.65000000001	261.267	2159.16	4219.98	5105.89	5.0425	336.59	6.9335	8397.42	1117.55	3190.04	6953.67	4223.45	244.564	5469.81	2815	1532.62
TCGA-A1-A0SO-01A	1	42.1751	2311.79	359.259	65.9662	1585.31	536.922	1770.27	288.737	1645.1	1590.49	541.247	6989.99	1610.22	27.8464	731.306	9483.46	14.5991	1282.83	501.776	3248.03	658.04	367.41	825.659	1778.93	74.6175	50.0154	120.578	131.933	1248.22	1032.48	244.353	11823.6	281.168	1004.63	3400.5	3414.02	59.4777	212.227	11.6252	4497.33	760.234	6581.21	5437.08	3712.22	1.0814	3241.09	958.132	525.297
TCGA-A1-A0SP-01A	1	743.159	4599.42	3740.38	2891.28	1441.49	569.135	1873.77	472.455	3120.03	644.655	2345.86	7062.75	1103.98	396.935	893.101	3113.46	129.88	534.476	124.042	834.367	1884.71	209.048	245.896	2044.87	2476.47	32792.4	32220	31.3754	1454.21	831.813	650.135	3132.8	95.2207	2720.9	4866.84	4907.7	28.4568	176.943	32.4699	8158.34	875.593	2275.81	2839.11	3150.67	95.2207	2471.65	2485.59	556.366
TCGA-A1-A0SQ-01A	0	152.093	557.136	3291.93	2696.52	249.126	1010.19	806.455	31.8709	361.473	328.391	289.259	1556.03	246.092	1411.2	109.733	5585.07	12833.9	159.758	3345.23	13808.2	78.6687	2792.54	517.196	374.382	803.227	530.509	851.236000000001	5474.53	2401.21	177.509	10.5537	1373.68	17134	591.024	449.824	999.697	155.724	125.063	8382.37	104.892	215.431	707.211	617.65	25623.8	121.029	594.719	652.345	340.898
TCGA-A2-A04N-01A	0	215.135	443.74	1270.8	1459.19	139.98	951.268	469.889	25.3566	303.09	206.815	684.628	785.658	167.987	1003.17	89.1442	6032.49	14974.6	61.0143	118.067	11143.4	97.0681	1324.88	417.987	209.192	720.682	791.997	653.724	6339.54	2200.08	159.271	16.0182	732.963	6931.85	15700.5	132.33	1467.91	1411.65	75.2773	17049.4	206.022	140.254	221.87	323.296	11158.9	496.434	394.283	232.171	141.046
TCGA-A2-A04P-01A	1	667.531	834.025	976.748	233.921	3041.95	692.946	1423.76	392.116	2382.26	437.759	1508.82	4151.45	799.274	154.564	575.716	2968.88	971.992	343.88	72.0954	234.44	6616.7	717.324	258.299	771.266	440.871	948.133	145.228	96.473	753.631	757.78	315.498	1491.18	1835.06	5174.27	1234.44	852.697	76.7635	543.05	21.7842	5622.41	2025.41	1142.12	5890.56	468.361	9.8548	320.716	1816.39	804.979
TCGA-A2-A04Q-01A	1	185.499	1175.09	1635.62	492.48	826.255	1838.8	1371.77	351.33	1141.15	368.685	12540.3	3507.91	681.836	499.421	578.481	3330.89	129.194	379.483	146.163	359.044	3849.21	254.531	293.097	825.299	2801.77	1922.87	8576.17	256.074	1496.72	1217.51	206.302	3718.86	728.885	4736.98	1558.04	2423.06	40.108	223.679	124.566	1435.02	742.383	966.834	4331.66	2599.31	3.4709	1056.14	1291.55	665.638
TCGA-A2-A04R-01A	0	211.174	1468.08	4621.91	5188.45	1296.87	3098.07	1478.58	49.262	458.933	665.761	297.021	3349.45	670.47	2262.43	87.2951	7150.96	9635.79	270.941	3.26	9284.07	85.1218	1336.96	558.544	499.864	549.126	345.921	763.198	6491.35	3245.13	617.224	19.1542	3662.05	12022.5	13629.6	2017.93	3549.76	2292.13	194.875	4813.17	126.415	583.175	1014.94	1170.33	178281	61.5775	1333.26	1373.54	876.573
TCGA-A2-A04T-01A	1	719.812	1485.87	671.032	395.027	1153.34	295.227	2027.3	815.439	1819.7	666.261	7081.28	7723.55	1006.69	62.5924	393.278	4984.09	28.5143	1361.38	137.703	11.823	2266.89	83.4565	410.328	2091.98	1838.82	3020.43	9999.83	81.3701	4046.94	728.506	1487.23	6459.18	36.8599	1849.26	3112.93	2826.74	26.7756	557.42	16.3436	4229.85	822.046	2023.12	28738.6	3957.92	1.3909	4368.38	1431.63	1245.59
TCGA-A2-A04U-01A	1	873.36	675.412	1743.57	611.508	2058.67	371.996	2512.01	713.339	2323.94	625.536	1258.35	6379.53	765.814	66.5021	48.8375	2076.63	6.7541	612.547	234.316	55.0721	1335.76	192.752	111.703	1015.72	661.904	8560.59000000001	3104.82	219.769	1770.62	990.778	3692.83	3191.06	20.7819	7577.61	1723.86	3018.57	78.9713	965.32	7.7932	15902.3	4268.61	1492.14	11376.5	2234.06	8.3128	1209.57	4394.34	1092.09
TCGA-A2-A04V-01A	0	155.632	414.748	4309.67	4114.48	429.061	636.382	1152.58	44.8156	591.159	388.266	561.01	1658.18	407.007	781.014	43.5934	10305.6	13716.4	113.669	75.3718	13731.9	83.5201	1134.24	748.014	477.49	0.4074	22.0004	4.889	5036.06	2081.48	326.339	5.3331	1594.62	6437.97	17490.3	609.493	1749.44	2473.82	92.4832	132.002	209.819	456.712	397.23	94.5203	9075.98	168.262	845.688	859.238	234.671
TCGA-A2-A04Y-01A	0	137.17	697.892	3020.23	2704.92	454.466	1298.09	1780.53	145.868	716.293	587.153	1205.42	1837.74	550.017	581.465	87.9893	7435.93	7052.86	78.2871	423.219	10105.7	158.916	1489.46	431.248	443.627	631.315	659.752	560.723	134.493	5961.86	480.428	7.5309	2437.94	2769.15	3188.69	454.667	1215.12	5110.4	230.177	824.875	491.134	487.454	1513.22	862.83	48117.4	182.67	823.265	961.191000000001	792.573
TCGA-A2-A0CK-01A	0	275.96	197.98	1833.66	2711.92	242.36	984.242	712.727	35.1515	631.111	250.909	904.242	1311.92	211.717	946.263	65.0505	10546.7	3404.44	113.131	75.5556	8304.24	221.414	760.404	1451.72	404.849	4081.21	1347.88	2141.01	1891.72	1384.65	122.828	149.236	1091.31	6587.47	2517.17	514.747	3161.62	2627.47	53.3333	2109.65	516.364	404.444	433.131	2604.04	5168.89	100.606	586.469	476.364	305.859
TCGA-A2-A0CL-01A	0	102.298	692.735	973.643	1170.13	352.05	940.326	730.541	153.447	537.064	465.159	1311.34	1722.39	455.152	426.242	327.279	2953.67	1006.3	215.715	800.593	2512.23	203.484	656.042	168.273	512.231	685.693	726.464	1676.8	934.025	1945.89	503.336	9.0697	3657.52	1542.99	6204.97	4484.06	1779.1	119.718	142.328	186.064	1687.18	384.729	3097.48	727.947	6284.66	167.531	623.914	971.09	426.983
TCGA-A2-A0CM-01A	1	384.908	1825.31	1925.86	234.452	994.623	588.439	2464.06	1686.4	3052.96	563.517	13031.5	6778.82	1717.78	95.9963	361.823	2268.37	144.456	500.75	25.8452	55.3825	3097.73	80.3046	459.213	1477.79	14238.8	2956.5	12621.7	35.0756	2021.92	1624.55	184.581	5884.85	26.3067	978.423999999999	3274.95	8041.08	55.844	371.986	16.6147	1514.25	861.198	2357.45	3362.64	1819.31	0.923	1124.8	2269.76	921.657
TCGA-A2-A0CO-01A	0	160.418	52.2193	1669.03	1663.92	32.0501	1036.87	142.454	22.141	83.5509	58.0679	1447.52	204.282	60.5744	1012.64	359.687	10802.3	6417.96	12.1149	127.833	4942.45	464.125	1206.06	716.031	57.2324	8372.64	7782.35	7551.75	2288.46	1247.42	29.2428	118.308	350.496	12626.6	1747.89	209.713	5483.45	1366.89	22.9765	935.591	922.819999999999	91.0705	207.624	3471.54	20524.3	187.572	194.402	63.4987	45.1175
TCGA-A2-A0CP-01A	0	382.708	48.9276	1890.6	1211.13	35.7708	1285.52	241.287	16.0858	119.303	67.0241	1801.61	189.008	46.2466	1000.67	290.214	6715.15	4713.14	16.0858	356.568	3995.98	236.595	567.694	342.493	71.0456	6705.09	3386.06	5919.57	5702.41	1747.99	21.4477	363.465	191.689	7132.04	14679.6	105.228	1703.08	1504.02	16.756	9617.19	730.563	79.7587	80.429	6241.96	4713.14	138.07	142.044	98.5255	71.0456
TCGA-A2-A0CQ-01A	0	180.08	493.077	2321.46	2058.78	302.403	2907.01	856.096	24.6539	443.055	263.332	507.727	2182.76	321.572	721.751	13.2202	6706.92	15568.7	122.912	23.582	10334.6	34.301	610.272	362.305	318.356	665.654	539.169	519.518	3866.37	1423.14	159	15.2354	1130.86	8471.28	10630.8	144.708	429.12	14626.5	33.2291	3708.76	2117.73	413.399	509.513	109.692	42582.2	304.422	423.157	525.592	329.075
TCGA-A2-A0CR-01A	0	171.664	90.068	2471.84	1079.48	185.464	1812.95	490.023	46.8175	532.828	86.5009	1979.71	304.537	105.228	781.184	82.0421	4772.71	2435.4	40.5752	61.9775	2851.86	171.664	557.351	782.967	306.32	14029.2	6690	5837.03	1287.7	983.168	102.107	809.653	714.302	8076.25	6337.31	653.662	1596.7	2558.47	36.5623	2105.65	2533.05	566.715	543.083	4135.55	3043.14	517.668	769.716	462.825	174.339
TCGA-A2-A0CS-01A	0	210.429	245.039	2257.1	2762.34	142.086	952.007	727.734	27.688	169.82	160.591	55.3761	747.577	147.208	706.507	23.5348	8891.08999999999	17723.1	73.3733	41.9935	10951.5	62.2981	1254.73	504.384	95.9852	153.669	115.367	93.6779	5411.17	1784.96	178.126	9.4047	632.672	4719.43	18826	356.714	331.334	15988	39.6862	3296.78	100.138	214.582	247.347	149.516	30797.9	220.581	343.429	300.877	290.263
TCGA-A2-A0CT-01A	0	112.458	847.408	1017.42	1681.86	422.291	3191.05	1166.39	69.8161	406.354	760.452	584.03	1610.37	236.204	945.651999999999	80.6856	14644.6	13703.2	185.201	4476.17	8184.78	73.9967	1927.26	802.676	380.435	1256.27	3664.72	9803.92999999999	33.8629	2486.2	272.575	1.2542	1249.16	5959.87	4006.27	514.632	4670.99	9074.82999999999	236.204	35.5351	151.756	320.234	966.137000000001	239.13	17754.6	385.033	836.179	1213.63	419.732
TCGA-A2-A0CU-01A	0	248.186	1179.08	1545.32	1557.85	338.748	1056.89	1080.57	105.002	426.499	667.812	310.424	1670.87	317.678	1961.05	154.635	13135.9	30151.2	112.638	54.2192	6054.22	219.549	816.724	827.415	473.463	112.257	77.5105	91.2562	9948.07	4040.86	273.387	2.352	1597.17	6046.58	1972.89	608.247	1247.04	206.186	77.5105	332.57	794.578	290.569	1310.81	618.557	26627.7	20.6186	496.357	469.645	314.242
TCGA-A2-A0CV-01A	0	269.336	207.446	3489.83	3491.91	8.4927	1052.99	347.844	11.1746	79.3681	36.962	1853.55	199.71	17.4782	304.579	238.677	5317.09	9631.33	4.5844	6.5901	4942.31	262.173	1816.87	796.26	14.3264	5008.21	4022.56	3450.65	2795.65	2350.96	90.8292	162.046	73.9241	3519.42	2460.41	31.8045	2062.42	12350.5	9.7419	3291.82	517.182	45.8444	53.8672	4566.67	34464.4	158.163	127.41	36.6755	121.201
TCGA-A2-A0CW-01A	0	242.564	859.032	908.188	2312.69	1652.23	2055.76	2582.55	691.479	1545.34	813.909999999999	1345.88	3269.44	1078.03	1594.77	56.3299	8441.73	19149.6	420.75	516.453	8915.65	37.6491	1270.01	620.491	926.857	196.58	122.144	210.662	57.4795	1703.98	1209.08	4.7219	2482.54	1787.61	1406.52	5451.93	711.596	7301.34	399.77	2798.95	320.736	721.943	2339.7	207.788	40771.9	75.873	597.488	4912.2	857.882
TCGA-A2-A0CY-01A	0	265.193	439.534	1540.95	95.1504	783.91	3244.94	1014.12	177.41	697.974	298.956	1588.09	1896.87	402.701	422.345	372.621	4693.68	18154.7	313.689	313.075	9169.43	93.3088	550.645	1190.3	401.473	211.786	498.465	173.112	573.358	1915.9	181.707	15.9607	1861.88	2885.82	1475.75	3165.13	5699.82	124.002	152.855	131.369	5622.47	429.712	777.164	77.3481	4089.63	412.523	537.133	1289.75	473.91
TCGA-A2-A0CZ-01A	0	211.429	152.381	1365.62	1192.86	124.895	1219.05	191.905	19.5238	186.19	77.619	1827.62	312.381	83.8095	596.191	720	6670.95	1950	15.2381	377.619	4323.81	434.762	631.429	476.19	115.238	3707.14	2488.57	4949.52	1261.9	4774.76	50.9524	89.581	429.524	5281.9	28162.4	97.1429	2374.76	146.19	15.2381	372.124	944.761999999999	188.095	136.667	8246.19	4162.38	323.333	143.695	110.952	79.0476
TCGA-A2-A0D0-01A	1	793.657	1734.35	1024.58	185.338	2043.92	782.949	2505.77	829.489	6021	975.288	9423.38999999999	8235.17	1672.98	156.096	291.598	2520.18	6.1779	1143.33	609.967	45.3048	381.384	71.6639	417.216	3660.63	790.362	3688.22	10940.7	77.0181	1263.59	1189.46	792.434	5525.95	117.381	319.193	15381.8	3435.34	46.5404	500.412	3.2949	4018.53	2185.75	1963.76	19074.1	1285.42	2.0593	1867.11	8215.82	574.959
TCGA-A2-A0D2-01A	1	757.346	1431.53	759.216	491.961	1803.95	518.943	2891.52	449.824	3673.63	795.417	9978.19	6270.93	1298.1	79.4678	197.745	3414.16	39.5491	1268.53	11.0885	84.6424	1045.65	70.2273	630.198	3261.13	429.126	7846.98	12066.5	35.8529	1135.1	1026.06	1008.2	5738.31	94.9917	2979.86	9537.24	2637.59	19.9593	422.103	61.3565	5637.41	1445.57	1190.91	8484.94	8230.27	2.5873	6931.14	2681.2	644.613
TCGA-A2-A0D3-01A	0	238.594	99.9516	3906.06	3155.89	26.5323	624.537	302.112	10.64	72.868	92.8583	443.979	504.272	38.0461	575.528	37.0788	10616.8	10742.5	29.9855	124.133	9342.58000000001	51.2655	1476.38	594.873	37.7237	239.561	424.956	391.423	7319.36	1755.6	30.6303	2.6665	200.548	11088.5	2004.84	50.6207	1610.83	23565.7	10.9624	11629.4	26.1164	33.5322	86.4098	137.03	50789	81.5734	57.6818	36.1116	242.786
TCGA-A2-A0D4-01A	0	92.1215	1618.25	2271.69	1469.15	904.654	3355.25	2117.2	50.0544	1014.67	1024.25	166.404	4726.95	508.266	2014.96	42.8658	10026.1	9747.3	377.805	86.7965	8411.28000000001	64.698	798.475	825.366	998.959	439.84	373.545	282.754	1092.94	2073.8	932.131	10.1467	1901.8	15381.9	2769.24	1325.38	1444.66	3254.07	152.027	243.35	545.54	1014.67	1729.01	462.205	44012.8	271.039	1400.28	1546.1	1251.36
TCGA-A2-A0EM-01A	0	192.472	328.125	2526.21	4246.8	168.739	1026.99	508.168	34.8011	218.395	307.173	745.739	1141.34	142.401	374.29	111.151	7112.22	16337.4	160.156	91.6193	10543	60.0142	1889.2	316.406	214.489	2911.93	3080.26	2450.28	6434.3	2248.22	128.196	41.2393	791.548	5623.58	6904.47	193.537	901.278	11571.7	39.4176	19379.8	378.196	187.5	450.284	519.531	59704.2	85.2273	692.081	178.977	365.057
TCGA-A2-A0EN-01A	0	167.103	286.981	1436.48	787.629	97.8344	1464.3	452.433	27.4102	157.196	99.7333	224.895	1037.29	149.93	990.728	289.937	6914.62	8104.49	71.0022	74.3046	5978.06	216.309	753.614	300.521	105.347	534.663	286.981	455.735	3228.12	1456.7	110.301	21.9017	860.283	8296.03	7450.61	233.151	920.717	3671.31	34.6755	76.6163	825.937	235.133	418.087	997.333	6456.25	463.661	215.615	137.051	162.149
TCGA-A2-A0EO-01A	0	260.043	223.099	2064.94	1914.28	128.999	1357.25	581.779	22.9555	228.479	119.441	2408.18	1043.4	188.307	928.623	503.587	12533.7	7415.35	75.3228	42.6829	4936.87	390.603	700.502	832.138	145.624	6068.51	4018.29	7749.64	7683.29	1890.24	83.2138	141.015	876.614	6394.19	19446.2	136.298	2805.6	7732.07	17.2166	10928.3	460.545	239.24	232.783	5235.65	24000.4	852.582	324.38	216.284	129.483
TCGA-A2-A0EP-01A	0	124.253	262.459	1446.9	815.283	100.435	1243.19	488.705	80.731	392.691	127.907	185.05	747.177	230.565	629.236	172.425	2368.44	2494.69	81.0632	83.3888	2684.39	353.821	599.004	184.053	214.95	127.243	133.555	403.655	1077.08	1379.74	174.087	7.216	1065.45	5169.11	2778.74	560.133	2503.66	2077.41	88.7044	57.4751	789.369	316.279	694.02	1229.57	2182.06	82.0599	505.316	285.714	135.881
TCGA-A2-A0ER-01A	0	155.5	1052.04	12765.4	5788.47	255.237	3213.37	1300.36	53.3402	489.705	522.553	228.429	2779.72	468.61	1026.72	94.3248	7030.66	27313.8	198.896	137.72	10747.3	95.2288	1300.36	464.391	608.741	324.26	189.252	319.438	754.297	6318.25	484.281	6.6299	2957.22	9239.61	1120.75	317.932	690.409	198.293	154.898	1157.42	446.009	422.804	1102.67	327.877	19384.8	33.752	1100.83	435.16	316.124
TCGA-A2-A0ES-01A	0	128.541	479.985	1354.88	2818.24	89.7743	1201.08	333.612	21.5473	109.223	104.393	2915.58	671.682	138.2	573.976	1373.44	8215.84	7116.56	40.1226	209.901	4549.46	338.442	1143.49	667.224	123.34	3615.49	11891.9	13637.2	4697.69	4276.4	98.449	492.546	605.554	7752.21	704.375	105.879	3887.81	656.822	25.2624	8415.44	1040.59	121.854	437.634	11758.5	24903.9	100.678	302.394	149.717	80.2452
TCGA-A2-A0ET-01A	0	145.991	253.792	1618.11	3848.59	165.856	1859.97	846.154	21.6685	131.636	182.286	594.529	1684.72	203.413	713.705	8.9382	8241.6	19300.4	139.762	5.4171	9528.71	319.881	608.072	1123.51	183.911	6.7714	9.7508	4.8754	11.3759	2284.13	130.553	2.3212	1194.75	14317.7	437.432	104.009	2225.89	13589.1	105.634	2460.02	35.753	297.942	289.274	96.9664	26156.3	147.075	357.898	245.937	226.706
TCGA-A2-A0EU-01A	0	164.495	641.691	1725.1	2355.78	310.793	946.047	1164.98	78.2744	367.929	502.228	416.801	834.794	346.473	1672.77	90.5917	5845.15	18472.4	165.687	26.6212	10874.2	83.4397	2088.38	546.331	374.287	717.184	3420.23	11386.7	8504.09	4732.62	261.842	0	1074.39	5800.65	8732.16	873.336	2519.48	167.277	301.575	14831.5	309.919	313.495	451.766	176.018	7863.2	785.128	672.381	437.86	282.106
TCGA-A2-A0EV-01A	0	208.07	664.211	1188.73	1860.35	475.572	2482.46	905.263	33.3333	611.228	504.561	644.912	1666.67	239.649	1788.07	126.316	13044.9	13449.1	240	24.5614	6958.6	78.9474	1196.49	631.579	395.088	544.912	382.105	684.211	5107.72	3423.16	248.421	21.4456	1405.61	6743.51	15720.4	601.754	339.649	1648.42	102.807	9715.68	340.702	421.754	757.193	645.614	14808.1	332.632	354.144	307.368	242.105
TCGA-A2-A0EW-01A	0	165.427	185.618	1044.25	1735.39	68.8062	1210.77	297.202	30.1098	136.734	145.59	647.892	604.676	100.956	450.939	859.72	7085.37	8655.69	44.9876	247.963	5900.81	390.719	1203.33	382.926	128.941	5182.78	2762.31	6807.65	2705.63	2065.53	82.1821	80.0567	722.635	7871.77	5186.68	123.982	3300.39	3963.87	45.3418	2294.4	967.411000000001	100.602	298.264	5897.27	15280.6	84.3075	247.024	105.561	71.9093
TCGA-A2-A0EX-01A	0	224.606	189.58	1579.56	2363.84	71.8433	1124.78	408.932	25.394	142.732	133.976	619.089	357.268	77.4956	836.69	211.909	13935.2	4315.24	28.4588	83.6252	6869.09	177.321	1575.74	580.123	117.338	4066.99	1724.61	2253.06	6496.5	2030.65	77.9335	78.9667	469.352	6568.3	7407.18	119.089	3915.94	841.506	16.6375	5247.93	383.538	94.1331	305.166	3628.72	16086.7	345.009	208.069	74.4308	91.5061
TCGA-A2-A0ST-01A	1	659.181	1196.02	1263.7	1747.41	384.066	1505.72	1008.66	1553.2	1035.18	624.96	6316.76	3441.77	770.827	340.926	639.504	4374.72	1239.65	381.991	162.122	572.773	1169.5	283.178	522.297	754.572	2992.19	2083.2	28468.4	198.481	1670.84	669.875	1151.95	3430.22	479.093	658.325	1722.6	4591.59	215.592	195.487	166.399	3273.23	600.15	1423.59	7317.72	3843.44	18.3938	876.591	1158.81	384.558
TCGA-A2-A0SU-01A	0	114.507	482.566	3084.34	3989.24	582.002	242.79	742.574	49.9354	325.441	314.249	1003.44	893.672	387.43	720.189	169.178	9701.68	37726.2	145.071	25.8287	11817.9	154.542	1575.98	638.399	469.651	2703.4	1834.7	2468.79	2416.7	1648.3	196.728	235.936	1168.32	11018.1	2982.35	288.42	2111.92	179.94	42.6173	1377.18	715.024	304.778	583.298	3378.39	22090.8	92.5527	553.698	306.5	185.536
TCGA-A2-A0SV-01A	0	265.274	1029.31	816.713	340.665	704.859	1278.83	2207.71	131.09	1267.58	682.737	1122.99	4598.84	472.599	863.9	52.8861	6758.45	2209.12	611.003	127.714	4929.66	72.5777	380.048	391.301	832.112	25.3178	25.3178	27.287	1558.73	1271.24	443.343	0.5767	1646.78	3967.58	53695.4	1783.78	4214.29	2970.34	319.286	767.082	190.165	983.174999999999	1961.85	39.6646	3303.97	279.058	885.656	1240.29	1229.88
TCGA-A2-A0SW-01A	0	185.582	1177.1	1224.29	591.842	605.706	3154.88	1403.49	84.6743	1205.18	351.42	434.34	3035.99	633.96	823.929	72.8287	1322.76	9649.8	386.08	512.872	5958.35	67.5639	1834.32	106.172	1159.56	2.6324	9.652	25.4462	1573.71	2199.78	575.61	1.3776	3786.21	5039.22	5751.27	2764.42	367.653	3095.66	361.95	1109.75	3149.18	1095.06	2597.26	124.16	10559.7	159.258	840.39	1545.63	874.383
TCGA-A2-A0SX-01A	1	473.988	875.08	1079.41	954.721	240.604	571.612	815.671	546.885	1150.61	365.446	2871.55	6828.2	1014.77	568.08	829.155	4211.95	230.893	493.899	53.6288	326.269	2676.62	295.44	668.593	1096.66	732.819	12018	57013.2	381.824	1601.8	1040.14	29.2036	7842	578.998	6838.47	1674.69	3312.46	48.8118	187.861	55.8767	4197.82	483.622	1470.78	2681.12	2033.72	17.0199	920.861	1083.49	322.094
